Master,Protein FDR Confidence: Combined,Accession,Gene Symbol,Description,# Peptides,# PSMs,"Abundance Ratio: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio: (PLL, Normal) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (PLL, Normal)","Abundance Ratio (log2): (BLL, Diseased) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio (log2): (PLL, Normal) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (PLL, Normal)","Abundance Ratio P-Value: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio P-Value: (PLL, Normal) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (PLL, Normal)","Abundances (Grouped): BLL, Diseased","Abundances (Grouped): BLL, Normal","Abundances (Grouped): PLL, Diseased","Abundances (Grouped): PLL, Normal","Abundances (Grouped) Count: BLL, Diseased","Abundances (Grouped) Count: BLL, Normal","Abundances (Grouped) Count: PLL, Diseased","Abundances (Grouped) Count: PLL, Normal","Abundances (Normalized): F1: Sample, BLL, Diseased","Abundances (Normalized): F3: Sample, BLL, Diseased","Abundances (Normalized): F5: Sample, BLL, Diseased","Abundances (Normalized): F7: Sample, BLL, Diseased","Abundances (Normalized): F9: Sample, BLL, Diseased","Abundances (Normalized): F2: Sample, BLL, Normal","Abundances (Normalized): F4: Sample, BLL, Normal","Abundances (Normalized): F6: Sample, BLL, Normal","Abundances (Normalized): F8: Sample, BLL, Normal","Abundances (Normalized): F10: Sample, BLL, Normal","Abundances (Normalized): F11: Sample, PLL, Diseased","Abundances (Normalized): F13: Sample, PLL, Diseased","Abundances (Normalized): F15: Sample, PLL, Diseased","Abundances (Normalized): F17: Sample, PLL, Diseased","Abundances (Normalized): F19: Sample, PLL, Diseased","Abundances (Normalized): F12: Sample, PLL, Normal","Abundances (Normalized): F14: Sample, PLL, Normal","Abundances (Normalized): F16: Sample, PLL, Normal","Abundances (Normalized): F18: Sample, PLL, Normal","Abundances (Normalized): F20: Sample, PLL, Normal","Abundance: F1: Sample, BLL, Diseased","Abundance: F3: Sample, BLL, Diseased","Abundance: F5: Sample, BLL, Diseased","Abundance: F7: Sample, BLL, Diseased","Abundance: F9: Sample, BLL, Diseased","Abundance: F2: Sample, BLL, Normal","Abundance: F4: Sample, BLL, Normal","Abundance: F6: Sample, BLL, Normal","Abundance: F8: Sample, BLL, Normal","Abundance: F10: Sample, BLL, Normal","Abundance: F11: Sample, PLL, Diseased","Abundance: F13: Sample, PLL, Diseased","Abundance: F15: Sample, PLL, Diseased","Abundance: F17: Sample, PLL, Diseased","Abundance: F19: Sample, PLL, Diseased","Abundance: F12: Sample, PLL, Normal","Abundance: F14: Sample, PLL, Normal","Abundance: F16: Sample, PLL, Normal","Abundance: F18: Sample, PLL, Normal","Abundance: F20: Sample, PLL, Normal",Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Unique Peptides,# AAs,MW [kDa],calc. pI,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Pfam IDs,Entrez Gene ID,Gene ID,Ensembl Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Grouped) CV [%]: BLL, Diseased","Abundances (Grouped) CV [%]: BLL, Normal","Abundances (Grouped) CV [%]: PLL, Diseased","Abundances (Grouped) CV [%]: PLL, Normal","Found in Sample: F1: Sample, BLL, Diseased","Found in Sample: F3: Sample, BLL, Diseased","Found in Sample: F5: Sample, BLL, Diseased","Found in Sample: F7: Sample, BLL, Diseased","Found in Sample: F9: Sample, BLL, Diseased","Found in Sample: F2: Sample, BLL, Normal","Found in Sample: F4: Sample, BLL, Normal","Found in Sample: F6: Sample, BLL, Normal","Found in Sample: F8: Sample, BLL, Normal","Found in Sample: F10: Sample, BLL, Normal","Found in Sample: F11: Sample, PLL, Diseased","Found in Sample: F13: Sample, PLL, Diseased","Found in Sample: F15: Sample, PLL, Diseased","Found in Sample: F17: Sample, PLL, Diseased","Found in Sample: F19: Sample, PLL, Diseased","Found in Sample: F12: Sample, PLL, Normal","Found in Sample: F14: Sample, PLL, Normal","Found in Sample: F16: Sample, PLL, Normal","Found in Sample: F18: Sample, PLL, Normal","Found in Sample: F20: Sample, PLL, Normal",# Protein Groups,Modifications,Checked,"Abundance Ratio Variability [%]: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio Variability [%]: (PLL, Normal) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (PLL, Normal)",Score Sequest HT: Sequest HT,Molecular Function,Phospho (S; T; Y) Count,Phospho (S; T; Y) Positions
Master Protein,High,Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3,7,11,100,0.895,100,0.367,6.64,-0.16,6.64,-1.44,1.00E-17,7.82E-01,1.00E-17,5.31E-01,1.79E+05,,9.03E+04,2.34E+05,2,,4,2,,,,4.14E+05,7.76E+04,,,,,,2.69E+04,,1.28E+05,9.94E+05,6.37E+04,,7.33E+04,,7.50E+05,,,,,4.14E+05,4.00E+03,,,,,,1.61E+02,,1.04E+03,1.34E+05,1.58E+03,,2.06E+04,,1.76E+04,,0,FALSE,20.153,18,7,660,74.4,8.16,7,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;cytosol;other cytoplasmic organelle,"Pf01756, Pf02770, Pf14749",51,A8K6X8; A8KAA0; B4DK61; F5GYQ8; hsa:51; Q12863; Q15067; Q15068; Q15101; Q16131; Q7Z3W5; Q9UD31,ENSG00000161533,TYSND1 cleaves peroxisomal proteins,Estrogen receptor pathway; Nuclear receptors meta-pathway; PPAR signaling pathway; Eicosanoid metabolism via cyclooxygenases (COX); Eicosanoid metabolism via lipooxygenases (LOX); Omega-3 / omega-6 fatty acid synthesis,8,0,96.74,,152.57,116.25,n/a,n/a,n/a,High,High,n/a,n/a,n/a,n/a,High,Peak Found,n/a,Peak Found,High,Peak Found,n/a,High,n/a,Peak Found,n/a,1,,FALSE,,89.79,,47.46,28.77,other molecular function,0,
Master Protein,High,P15927,RPA2,Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,1,1,100,0.01,,,6.64,-6.64,,,1.00E-17,1.00E-17,,,9.26E+05,,,,2,,,,1.65E+06,,,5.21E+05,,,,,,,,,,,,,,,,,6.55E+03,,,5.21E+05,,,,,,,,,,,,,,,,,0,FALSE,4.93,10,1,270,29.2,6.15,1,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes,nucleus;other cell component,Pf08784,6118,hsa:6118; P15927; Q52II0; Q5TEI9; Q5TEJ5,ENSG00000117748,Fanconi Anemia Pathway; Regulation of HSF1-mediated heat shock response; Regulation of TP53 Activity through Phosphorylation; Activation of ATR in response to replication stress; Activation of the pre-replicative complex; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; Termination of translesion DNA synthesis; HDR through Homologous Recombination (HRR); Meiotic recombination; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51; Translesion synthesis by REV1; Translesion synthesis by POLK; Translesion synthesis by POLI; HSF1 activation; Formation of Incision Complex in GG-NER; Recognition of DNA damage by PCNA-containing replication complex; PCNA-Dependent Long Patch Base Excision Repair; Dual Incision in GG-NER; Removal of the Flap Intermediate; Translesion Synthesis by POLH; Gap-filling DNA repair synthesis and ligation in GG-NER; Removal of the Flap Intermediate from the C-strand; Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha); Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),"miRNA regulation of DNA damage response; Retinoblastoma gene in cancer; G1 to S cell cycle control; DNA replication; Nucleotide excision repair; DNA repair pathways, full network; Nucleotide excision repair in xeroderma pigmentosum ; DNA mismatch repair; DNA damage response",38,0,73.5,,,,Peak Found,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,,,,3,nucleic acid binding activity;other molecular function,0,
Master Protein,High,A0A8J9C4H3,GOLGB1,Golgin B1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=1,2,2,100,0.719,100,0.912,6.64,-0.48,6.64,-0.13,1.00E-17,9.18E-01,1.00E-17,9.33E-01,2.92E+04,,2.10E+04,2.30E+04,1,,3,1,,,,2.92E+04,,,,,,,5.56E+04,1.20E+04,,2.10E+04,,,,,2.30E+04,,,,,2.92E+04,,,,,,,3.32E+02,5.34E+02,,2.83E+03,,,,,5.38E+02,,0,FALSE,10.431,1,2,3264,376.3,5,2,cell cycle OR cell proliferation;other biological processes,other membranes;ER/Golgi,,,A0A8J9C4H3,ENSG00000173230,,,0,0,,,78.05,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,,92.31,,92.31,7.65,nucleic acid binding activity,0,
Master Protein,High,G5E975,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=1,2,3,100,0.264,,100,6.64,-1.92,,6.64,1.00E-17,2.15E-01,,1.00E-17,5.14E+05,,2.32E+05,,1,,3,,,,,5.14E+05,,,,,,,,2.32E+05,,2.68E+05,3.89E+04,,,,,,,,,5.14E+05,,,,,,,,1.04E+04,,3.61E+04,9.67E+02,,,,,,0,FALSE,8.344,13,2,394,45,5.76,2,cell organization and biogenesis,nucleus;other cell component,"Pf04855, Pf21459",6598,G5E975,ENSG00000099956; ENSG00000275837,,Tumor suppressor activity of SMARCB1; Thermogenesis; Modulators of TCR signaling and T cell activation; DYRK1A involvement regarding cell proliferation in brain development; Kleefstra syndrome; 10q11.21q11.23 copy number variation syndrome,6,0,,,68.56,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,Peak Found,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,168.92,,,10.31,nucleic acid binding activity,0,
Master Protein,High,Q92930,RAB8B,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2,6,62,100,2.191,100,2.286,6.64,1.13,6.64,1.19,1.00E-17,5.24E-02,1.00E-17,3.42E-01,6.84E+05,,1.50E+06,6.19E+05,1,,4,2,,,,6.84E+05,,,,,,,,1.11E+06,1.55E+06,1.81E+06,1.45E+06,,2.24E+05,,1.71E+06,,,,,6.84E+05,,,,,,,,4.96E+04,1.26E+04,2.43E+05,3.60E+04,,6.29E+04,,4.01E+04,,0,FALSE,20.289,28,2,207,23.6,9.07,6,cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,Pf00071,51762,hsa:51762; Q5JPC4; Q92930; Q9P293,ENSG00000166128,RAB GEFs exchange GTP for GDP on RABs; RAB geranylgeranylation; TBC/RABGAPs,Ectoderm differentiation; Ectoderm differentiation,5,0,,,19.47,108.76,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,High,n/a,High,High,High,High,High,n/a,High,n/a,Peak Found,n/a,1,,FALSE,,17.75,,139.85,139.9,signal transduction activity or receptor binding;other molecular function,0,
Master Protein,High,Q92620,DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens OX=9606 GN=DHX38 PE=1 SV=2,2,4,100,2.142,100,1.742,6.64,1.1,6.64,0.8,1.00E-17,2.47E-01,1.00E-17,5.71E-01,5.13E+04,,1.10E+05,6.31E+04,1,,1,1,,,,5.13E+04,,,,,,,1.10E+05,,,,,,,,,6.31E+04,,,,5.13E+04,,,,,,,6.57E+02,,,,,,,,,6.72E+02,0,FALSE,6.462,2,2,1227,140.4,6.54,2,RNA metabolism OR transcription;other metabolic processes,nucleus,"Pf00270, Pf00271, Pf04408, Pf07717, Pf21010",9785,B4DVG8; D3DWS7; hsa:9785; O75212; Q92620; Q96HN7,ENSG00000140829,mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination,mRNA processing,5,0,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,1,,FALSE,,0,,0,12.11,other molecular function,0,
Master Protein,High,P53701,HCCS,Holocytochrome c-type synthase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1,1,6,100,1.207,100,3.206,6.64,0.27,6.64,1.68,1.00E-17,5.76E-01,1.00E-17,2.04E-01,8.56E+04,,7.40E+04,3.90E+04,4,,3,4,8.76E+04,,8.37E+04,2.44E+05,2.97E+04,,,,,,,4.89E+04,,4.11E+05,7.40E+04,,6.95E+03,8.09E+04,1.88E+04,3.52E+05,3.48E+02,,8.18E+02,2.44E+05,1.53E+03,,,,,,,2.19E+03,,5.54E+04,1.84E+03,,1.95E+03,5.74E+02,4.39E+02,3.74E+03,0,FALSE,7.991,6,1,268,30.6,6.68,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,other membranes;cytosol;mitochondrion,Pf01265,3052,B3KUS1; hsa:3052; P53701; Q502X8,ENSG00000004961,,,0,0,83.01,,113.64,140.82,Peak Found,n/a,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,High,Peak Found,n/a,High,Peak Found,Peak Found,Peak Found,1,,FALSE,,95.31,,129.41,19.68,other molecular function,0,
Master Protein,High,P80217,IFI35,Interferon-induced 35 kDa protein OS=Homo sapiens OX=9606 GN=IFI35 PE=1 SV=5,1,1,100,1.217,100,1.543,6.64,0.28,6.64,0.63,1.00E-17,5.42E-01,1.00E-17,5.60E-01,5.04E+04,,6.14E+04,3.98E+04,1,,5,1,,,,5.04E+04,,,,,,,2.92E+05,9.78E+03,6.14E+04,4.42E+04,1.03E+05,,,,3.98E+04,,,,,5.04E+04,,,,,,,1.75E+03,4.37E+02,4.99E+02,5.96E+03,2.57E+03,,,,9.31E+02,,0.002,FALSE,2.973,6,1,286,31.5,6.09,1,stress response;other biological processes,non-structural extracellular;other membranes;cytosol;nucleus;other cell component,"Pf07292, Pf07334",3430,C9JGX1; hsa:3430; P80217; Q92984; Q99537; Q9BV98,ENSG00000068079,Interferon alpha/beta signaling,Immune response to tuberculosis,2,0,,,109.01,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,,101.42,,101.42,2.82,other molecular function,0,
Master Protein,High,Q8NDT2,RBM15B,Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3,2,3,100,1.303,,100,6.64,0.38,,6.64,1.00E-17,5.03E-01,,1.00E-17,4.81E+04,,3.60E+04,,2,,4,,,,,9.94E+04,2.32E+04,,,,,,,3.88E+04,3.35E+04,1.64E+05,2.74E+04,,,,,,,,,9.94E+04,1.20E+03,,,,,,,1.73E+03,2.72E+02,2.21E+04,6.80E+02,,,,,,0,FALSE,12.783,4,2,890,97.1,9.85,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;other biological processes,nucleus;other cell component,"Pf00076, Pf07744",29890,A4QPG7; hsa:29890; Q6QE19; Q8NDT2; Q9BV96,ENSG00000259956,,,0,0,87.82,,99.43,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,72.68,,,11.12,nucleic acid binding activity,0,
Master Protein,High,A0A8Q3SHN7,LARP7,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,1,1,100,0.01,,,6.64,-6.64,,,1.00E-17,1.00E-17,,,3.99E+04,,,,1,,,,,,,3.99E+04,,,,,,,,,,,,,,,,,,,,3.99E+04,,,,,,,,,,,,,,,,,0.002,FALSE,2.965,2,1,595,68.4,9.51,1,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,"Pf00076, Pf05383, Pf08777",,A0A8Q3SHN7,ENSG00000174720,,,0,0,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,,,,2.56,nucleic acid binding activity,0,
Master Protein,High,Q9UIB8,CD84,SLAM family member 5 OS=Homo sapiens OX=9606 GN=CD84 PE=1 SV=1,1,2,100,0.246,100,0.614,6.64,-2.02,6.64,-0.7,1.00E-17,2.24E-01,1.00E-17,8.26E-01,3.09E+05,,7.60E+04,1.24E+05,2,,2,2,1.46E+05,,6.51E+05,,,,,,,,3.19E+05,1.81E+04,,,,,9.79E+04,,1.56E+05,,5.81E+02,,6.36E+03,,,,,,,,1.91E+03,8.09E+02,,,,,2.75E+04,,3.66E+03,,0.002,FALSE,2.961,5,1,345,38.8,7.06,1,cell adhesion;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;other cell component,Pf13927,8832,B2R8T1; B7Z3R8; hsa:8832; O15430; O95266; O95660; Q5H9R1; Q6FHA8; Q8WLP1; Q8WWI8; Q9UF04; Q9UIB6; Q9UIB7; Q9UIB8; Q9UIT7,ENSG00000066294,Cell surface interactions at the vascular wall,TYROBP causal network in microglia,2,0,89.54,,126.21,32.49,Peak Found,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,n/a,n/a,n/a,High,n/a,Peak Found,n/a,1,,FALSE,,138.98,,232.06,5.98,other molecular function,0,
Master Protein,High,H0Y9X1,TMA16,Translation machinery-associated protein 16 (Fragment) OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=1,2,6,100,0.856,,100,6.64,-0.22,,6.64,1.00E-17,7.95E-01,,1.00E-17,4.36E+05,,3.22E+05,,5,,4,,3.12E+05,2.50E+05,6.08E+06,8.31E+05,4.36E+05,,,,,,1.49E+05,3.69E+05,,1.52E+06,2.80E+05,,,,,,1.24E+03,9.50E+02,5.94E+04,8.31E+05,2.25E+04,,,,,,8.92E+02,1.65E+04,,2.05E+05,6.96E+03,,,,,,0,FALSE,8.557,11,2,242,27.7,9.57,2,,nucleus,Pf11176,,H0Y9X1,ENSG00000198498,,,0,0,159.58,,109.3,,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,102.4,,,17.39,,0,
Master Protein,High,Q9UJW0,DCTN4,Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,1,2,100,0.265,100,0.514,6.64,-1.91,6.64,-0.96,1.00E-17,3.56E-01,1.00E-17,7.15E-01,4.64E+04,,1.23E+04,2.40E+04,2,,1,3,,,,1.76E+04,1.23E+05,,,,,,,,,1.23E+04,,,1.06E+04,,2.40E+04,1.06E+05,,,,1.76E+04,6.32E+03,,,,,,,,,1.66E+03,,,2.98E+03,,5.61E+02,1.13E+03,0,FALSE,5.417,4,1,460,52.3,7.34,1,,cytosol;cytoskeleton;nucleus;other cell component,Pf05502,51164,B3KWW0; D3DQH0; E5RGT5; hsa:51164; Q8TAN8; Q9UJW0,ENSG00000132912,MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-mediated anterograde transport; COPI-independent Golgi-to-ER retrograde traffic,Vasopressin-regulated water reabsorption,5,0,105.95,,,110.19,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,High,n/a,Peak Found,Peak Found,1,,FALSE,,167.69,,82.56,6,,0,
Master Protein,High,Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3,2,2,100,0.01,,,6.64,-6.64,,,1.00E-17,1.00E-17,,,1.47E+05,,,,1,,,,,,,1.47E+05,,,,,,,,,,,,,,,,,,,,1.47E+05,,,,,,,,,,,,,,,,,0,FALSE,6.35,2,2,1054,120.9,5.94,2,other biological processes,nucleus,Pf03914,10153,hsa:10153; Q03701; Q8NE75,ENSG00000115816,,Gastric cancer network 2,1,0,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,,,,5.42,other molecular function,0,
Master Protein,High,Q9P1Y6,PHRF1,PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3,1,1,100,0.01,100,0.01,6.64,-6.64,6.64,-6.64,1.00E-17,1.00E-17,1.00E-17,1.00E-17,1.89E+05,,,5.11E+05,2,,,1,,,,1.79E+05,2.00E+05,,,,,,,,,,,,,,,5.11E+05,,,,1.79E+05,1.03E+04,,,,,,,,,,,,,,,5.44E+03,0,FALSE,5.127,1,1,1649,178.6,8.95,1,protein metabolism;other metabolic processes,,"Pf00628, Pf13639",57661,A6H8W1; B7ZM64; B9EGP0; C9JS82; hsa:57661; Q6PJP2; Q8IVY2; Q8N2Y7; Q9BSM2; Q9P1Y6,ENSG00000070047; ENSG00000274780,,,0,0,7.8,,,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,1,,FALSE,,,,,3.05,other molecular function,0,
Master Protein,High,Q96T51,RUFY1,RUN and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RUFY1 PE=1 SV=2,4,8,100,0.957,100,0.799,6.64,-0.06,6.64,-0.32,1.00E-17,6.66E-01,1.00E-17,9.73E-01,4.58E+05,,1.32E+05,2.43E+05,1,,3,2,,,,4.58E+05,,,,,,,,1.32E+05,,4.06E+05,1.30E+05,,5.05E+05,,1.17E+05,,,,,4.58E+05,,,,,,,,5.89E+03,,5.47E+04,3.23E+03,,1.42E+05,,2.75E+03,,0,FALSE,18.493,11,4,708,79.8,5.74,4,transport;signal transduction;other biological processes,other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,"Pf01363, Pf02759",80230,hsa:80230; Q59FF3; Q71S93; Q96T51; Q9H6I3,ENSG00000176783; ENSG00000284260,Synthesis of PIPs at the plasma membrane,,1,0,,,71.35,88.08,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,High,Peak Found,n/a,High,n/a,Peak Found,n/a,1,,FALSE,,75.06,,76.18,28.88,other molecular function,0,
Master Protein,High,Q9BWJ5,SF3B5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,1,1,100,0.147,,100,6.64,-2.77,,6.64,1.00E-17,1.35E-01,,1.00E-17,3.59E+04,,5.27E+03,,3,,1,,,,3.31E+04,5.67E+04,3.59E+04,,,,,,,,,5.27E+03,,,,,,,,,3.23E+02,5.67E+04,1.85E+03,,,,,,,,,7.10E+02,,,,,,,0.009,FALSE,2.329,13,1,86,10.1,6.35,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,Pf07189,83443,B2R568; hsa:83443; Q7RTV1; Q9BWJ5,ENSG00000169976,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway,mRNA processing,3,0,30.87,,,,n/a,n/a,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,,11.64,,,2.28,nucleic acid binding activity;other molecular function,0,
Master Protein,High,Q15293,RCN1,Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,2,4,100,0.81,100,2.104,6.64,-0.3,6.64,1.07,1.00E-17,8.82E-01,1.00E-17,3.48E-01,4.55E+05,,3.68E+05,1.75E+05,2,,2,1,,,,1.62E+05,1.28E+06,,,,,,,4.77E+05,,,2.84E+05,,,,1.75E+05,,,,,1.62E+05,6.60E+04,,,,,,,2.13E+04,,,7.07E+03,,,,4.10E+03,,0,FALSE,8.747,14,2,331,38.9,5,2,developmental processes,ER/Golgi,Pf13202,5954,B7Z1M1; D3DR00; hsa:5954; Q15293,ENSG00000049449,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,VEGFA-VEGFR2 signaling,3,0,109.73,,35.79,,n/a,n/a,n/a,High,High,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,High,n/a,n/a,n/a,Peak Found,n/a,1,,FALSE,,140.77,,38.78,14.35,other molecular function,0,
Master Protein,High,E9PAU2,RAVER1,"Ribonucleoprotein, PTB binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1",6,11,100,0.772,100,2.482,6.64,-0.37,6.64,1.31,1.00E-17,8.03E-01,1.00E-17,3.06E-01,2.53E+06,,3.62E+05,1.06E+05,5,,5,2,3.00E+06,8.90E+05,2.79E+06,2.50E+06,2.53E+06,,,,,,2.70E+06,7.96E+05,6.62E+04,3.62E+05,1.88E+05,,2.72E+05,,4.15E+04,,1.19E+04,3.38E+03,2.72E+04,2.50E+06,1.31E+05,,,,,,1.62E+04,3.56E+04,5.38E+02,4.88E+04,4.66E+03,,7.63E+04,,9.71E+02,,0,FALSE,24.674,13,6,756,79.5,8.92,6,,other cell component,Pf00076,100979766; 101057136,A0A2R8ZDL0; H2QFB5; K7DLH7; pps:100979766; ptr:101057136,ENSPPAG00000002611; ENSPTRG00000010466,,,0,0,35.71,,132.06,103.93,Peak Found,Peak Found,High,High,Peak Found,n/a,n/a,n/a,n/a,n/a,High,High,Peak Found,High,Peak Found,n/a,Peak Found,n/a,Peak Found,n/a,1,,FALSE,,113.13,,58.84,34.77,nucleic acid binding activity,0,
